episode,total_reward,length,ammo,ammo_delta,health,hitcount,hitcount_delta,damage_taken,damage_taken_delta,total_timesteps
34,2363.543808,40,0,-23.0,0,0,-15.0,0,60.0,5320
35,422.021912,29,0,-22.0,0,0,-5.0,0,48.0,5552
36,234.289032,46,0,-21.0,0,0,-5.0,0,60.0,5648
37,-1095.945602,31,0,-25.0,0,0,0.0,0,96.0,5800
38,-293.889175,101,0,-19.0,0,0,-5.0,0,90.0,5832
39,-388.497247,120,0,-12.0,0,0,-5.0,0,90.0,6080
40,-791.998566,40,0,-22.0,0,0,0.0,0,60.0,6120
41,1269.167715,525,0,0.0,0,0,-20.0,0,72.0,6152
42,-247.977692,69,0,-16.0,0,0,-5.0,0,96.0,6384
43,960.172623,80,0,-17.0,0,0,-10.0,0,90.0,6760
44,-243.736771,213,0,-8.0,0,0,-5.0,0,96.0,6840
45,1596.747818,164,0,-6.0,0,0,-15.0,0,96.0,6960
46,-554.53772,28,0,-24.0,0,0,0.0,0,54.0,7064
47,-78.544739,118,0,-13.0,0,0,-5.0,0,78.0,7096
48,1610.453735,156,0,-9.0,0,0,-15.0,0,90.0,7328
49,309.910339,46,0,-21.0,0,0,-5.0,0,60.0,7432
50,210.085983,37,0,-22.0,0,0,-5.0,0,66.0,7624
51,2107.542908,42,0,-23.0,0,0,-15.0,0,96.0,7768
52,1855.129745,115,0,-10.0,0,0,-15.0,0,84.0,7880
53,-542.78421,39,0,-22.0,0,0,0.0,0,36.0,7936
54,1586.409485,154,0,-5.0,0,0,-15.0,0,90.0,7992
55,3351.76062,374,0,0.0,0,0,-25.0,0,72.0,8064
56,-811.286606,19,0,-25.0,0,0,0.0,0,72.0,8088
57,5577.369598,525,0,0.0,0,0,-40.0,0,60.0,8304
58,2064.599991,55,0,-21.0,0,0,-15.0,0,84.0,8320
59,2317.024292,49,0,-21.0,0,0,-15.0,0,60.0,8384
60,772.149292,101,0,-16.0,0,0,-10.0,0,96.0,8576
61,-764.361145,37,0,-23.0,0,0,0.0,0,60.0,8600
62,2370.010681,37,0,-22.0,0,0,-15.0,0,60.0,8616
63,1959.035538,73,0,-20.0,0,0,-15.0,0,90.0,8672
64,-783.750793,42,0,-24.0,0,0,0.0,0,60.0,8720
65,308.462372,37,0,-22.0,0,0,-5.0,0,60.0,8872
66,-703.677536,46,0,-20.0,0,0,0.0,0,48.0,8968
67,-681.682159,38,0,-24.0,0,0,0.0,0,72.0,9176
68,-2192.456388,130,0,-11.0,0,0,-15.0,0,90.0,9712
69,976.004333,33,0,-22.0,0,0,-10.0,0,96.0,9976
70,-1981.081317,229,0,-1.0,0,0,-5.0,0,96.0,10552
71,-469.904861,525,0,0.0,0,0,-10.0,0,72.0,10584
72,-779.997345,37,0,-22.0,0,0,0.0,0,60.0,10848
73,311.006363,28,0,-23.0,0,0,-5.0,0,60.0,11072
74,2836.507233,525,0,0.0,0,0,-25.0,0,18.0,11296
75,839.594757,101,0,-16.0,0,0,-10.0,0,90.0,11392
76,-832.997162,49,0,-21.0,0,0,0.0,0,60.0,11688
77,273.249298,37,0,-20.0,0,0,-5.0,0,60.0,11984
78,874.363617,92,0,-16.0,0,0,-10.0,0,96.0,12128
79,2587.314231,525,0,0.0,0,0,-25.0,0,60.0,12264
80,1311.30162,38,0,-20.0,0,0,-10.0,0,60.0,12288
81,2376.073669,43,0,-22.0,0,0,-15.0,0,60.0,12472
82,-10693.736415,486,0,0.0,0,0,-20.0,0,90.0,12504
83,1338.321487,37,0,-21.0,0,0,-10.0,0,60.0,12560
84,2325.657608,36,0,-19.0,0,0,-15.0,0,72.0,12576
85,-1039.617874,28,0,-21.0,0,0,0.0,0,90.0,12784
86,2419.236511,40,0,-23.0,0,0,-15.0,0,60.0,12792
87,-812.201538,37,0,-22.0,0,0,0.0,0,66.0,12800
88,-871.357544,236,0,0.0,0,0,-5.0,0,90.0,12960
89,-779.987122,37,0,-22.0,0,0,0.0,0,60.0,13088
90,-1658.332711,525,0,0.0,0,0,-15.0,0,90.0,13168
91,1216.219315,51,0,-21.0,0,0,-10.0,0,66.0,13192
92,-709.197403,37,0,-22.0,0,0,0.0,0,66.0,13256
93,843.872787,87,0,-16.0,0,0,-10.0,0,90.0,13272
94,-950.110133,525,0,0.0,0,0,-20.0,0,96.0,13376
95,2361.036057,38,0,-21.0,0,0,-15.0,0,60.0,13392
96,-805.560181,37,0,-23.0,0,0,0.0,0,66.0,13464
97,284.891678,44,0,-21.0,0,0,-5.0,0,60.0,13544
98,695.350998,100,0,-15.0,0,0,-10.0,0,96.0,13600
99,1001.313156,68,0,-17.0,0,0,-10.0,0,84.0,13800
100,1368.551682,40,0,-21.0,0,0,-10.0,0,60.0,13864
101,1110.55246,64,0,-22.0,0,0,-10.0,0,78.0,13904
102,-786.398621,43,0,-22.0,0,0,0.0,0,60.0,13944
103,1105.949326,43,0,-21.0,0,0,-10.0,0,84.0,14144
104,-723.337601,37,0,-23.0,0,0,0.0,0,60.0,14160
105,-469.161425,525,0,0.0,0,0,-10.0,0,48.0,14176
106,-1001.928574,35,0,-24.0,0,0,0.0,0,84.0,14184
107,-647.996429,24,0,-26.0,0,0,0.0,0,54.0,14376
108,1764.745316,126,0,-12.0,0,0,-15.0,0,84.0,14384
109,-718.572891,37,0,-24.0,0,0,0.0,0,60.0,14456
110,-784.148956,43,0,-23.0,0,0,0.0,0,60.0,14488
111,-15.820953,79,0,-19.0,0,0,-5.0,0,90.0,14576
112,1147.896561,41,0,-21.0,0,0,-10.0,0,84.0,14712
113,1525.361359,166,0,-12.0,0,0,-15.0,0,96.0,14792
114,-1051.389709,52,0,-22.0,0,0,0.0,0,84.0,14872
115,-23.332123,64,0,-18.0,0,0,-5.0,0,96.0,14888
116,-947.987015,34,0,-22.0,0,0,0.0,0,78.0,15144
117,-1244.984055,62,0,-21.0,0,0,0.0,0,96.0,15288
118,-422.806076,125,0,-13.0,0,0,-5.0,0,96.0,15576
119,1775.065101,118,0,-16.0,0,0,-15.0,0,90.0,15656
120,1885.168747,85,0,-19.0,0,0,-15.0,0,96.0,15824
121,-559.504814,207,0,-5.0,0,0,-5.0,0,84.0,15832
122,1947.442154,80,0,-17.0,0,0,-15.0,0,90.0,15928
123,13.541,34,0,-21.0,0,0,-5.0,0,90.0,15928
124,484.872742,147,0,-10.0,0,0,-10.0,0,96.0,16064
125,-1048.838318,62,0,-20.0,0,0,0.0,0,78.0,16072
126,-715.958191,37,0,-20.0,0,0,0.0,0,60.0,16120
127,1035.836304,55,0,-19.0,0,0,-10.0,0,90.0,16368
