episode,total_reward,length,ammo,ammo_delta,health,hitcount,hitcount_delta,damage_taken,damage_taken_delta,total_timesteps
293,-901.244992,42,0,0,0,0,0,0,0,32832
294,-588.104343,40,0,0,0,0,0,0,0,32912
295,-1103.124759,90,0,0,0,0,0,0,0,32992
296,-1056.190579,92,0,0,0,0,0,0,0,33040
297,-937.849203,39,0,0,0,0,0,0,0,33224
298,-793.535947,37,0,0,0,0,0,0,0,33288
299,-1040.934872,77,0,0,0,0,0,0,0,33288
300,-584.609662,37,0,0,0,0,0,0,0,33520
301,-974.257458,97,0,0,0,0,0,0,0,33608
302,-822.872995,43,0,0,0,0,0,0,0,33864
303,-1187.149533,177,0,0,0,0,0,0,0,34456
304,-2289.819342,525,0,0,0,0,0,0,0,34560
305,-1400.018509,166,0,0,0,0,0,0,0,34616
306,-1314.041367,133,0,0,0,0,0,0,0,34672
307,-1071.028836,108,0,0,0,0,0,0,0,34728
308,-1439.94566,185,0,0,0,0,0,0,0,34768
309,-2472.945749,525,0,0,0,0,0,0,0,34824
310,-806.532538,49,0,0,0,0,0,0,0,34848
311,-2579.891681,525,0,0,0,0,0,0,0,34912
312,-776.100003,37,0,0,0,0,0,0,0,34968
313,-819.194949,45,0,0,0,0,0,0,0,34976
314,-935.189874,63,0,0,0,0,0,0,0,35064
315,-673.094391,46,0,0,0,0,0,0,0,35096
316,-865.110068,49,0,0,0,0,0,0,0,35240
317,-786.797635,42,0,0,0,0,0,0,0,35432
318,-1084.033063,82,0,0,0,0,0,0,0,35480
319,-1169.754312,53,0,0,0,0,0,0,0,35488
320,-1018.881891,68,0,0,0,0,0,0,0,35520
321,-1234.266147,100,0,0,0,0,0,0,0,35568
322,-1201.315167,52,0,0,0,0,0,0,0,35656
323,-532.876797,37,0,0,0,0,0,0,0,35864
324,-1404.247302,140,0,0,0,0,0,0,0,36088
325,-784.121167,37,0,0,0,0,0,0,0,36160
326,-1152.690677,100,0,0,0,0,0,0,0,36280
327,-1236.627057,97,0,0,0,0,0,0,0,36296
328,-998.235007,19,0,0,0,0,0,0,0,36312
329,-1537.471204,191,0,0,0,0,0,0,0,36440
330,-1279.770892,125,0,0,0,0,0,0,0,36488
331,-637.937433,38,0,0,0,0,0,0,0,36600
332,-640.106421,39,0,0,0,0,0,0,0,36624
333,-1448.517517,206,0,0,0,0,0,0,0,37080
334,-1215.830075,102,0,0,0,0,0,0,0,37096
335,-1188.01568,138,0,0,0,0,0,0,0,37192
336,-1439.251334,155,0,0,0,0,0,0,0,37680
337,-981.326343,80,0,0,0,0,0,0,0,37736
338,-544.114896,32,0,0,0,0,0,0,0,37992
339,-1472.500244,207,0,0,0,0,0,0,0,38280
340,-1181.907608,151,0,0,0,0,0,0,0,38400
341,-1137.912332,58,0,0,0,0,0,0,0,38456
342,-1459.195206,206,0,0,0,0,0,0,0,38728
343,-904.059946,43,0,0,0,0,0,0,0,38744
344,-970.441501,70,0,0,0,0,0,0,0,38840
345,-778.454587,37,0,0,0,0,0,0,0,39024
346,-719.937787,37,0,0,0,0,0,0,0,39136
347,-1121.385873,88,0,0,0,0,0,0,0,39160
348,-1079.032812,79,0,0,0,0,0,0,0,39376
349,-778.473148,40,0,0,0,0,0,0,0,39456
350,-1752.837476,229,0,0,0,0,0,0,0,39512
351,-1215.933096,101,0,0,0,0,0,0,0,39832
352,-1041.592468,86,0,0,0,0,0,0,0,39848
353,-1901.825571,525,0,0,0,0,0,0,0,39856
354,-1089.80289,70,0,0,0,0,0,0,0,40072
355,-1127.104095,61,0,0,0,0,0,0,0,40336
356,-2071.148245,471,0,0,0,0,0,0,0,40368
357,-2567.164926,525,0,0,0,0,0,0,0,40688
358,-1514.098172,177,0,0,0,0,0,0,0,40792
359,-1398.317661,185,0,0,0,0,0,0,0,40936
360,-1189.718951,120,0,0,0,0,0,0,0,41032
361,-1221.253494,96,0,0,0,0,0,0,0,41136
362,-1185.85155,105,0,0,0,0,0,0,0,41176
363,-565.785873,36,0,0,0,0,0,0,0,41224
364,-942.229401,76,0,0,0,0,0,0,0,41400
365,-604.511322,46,0,0,0,0,0,0,0,41400
366,-1071.3591,51,0,0,0,0,0,0,0,41584
367,-943.789883,119,0,0,0,0,0,0,0,41640
368,-559.03111,37,0,0,0,0,0,0,0,41696
369,-1733.699014,248,0,0,0,0,0,0,0,41816
370,-781.254605,37,0,0,0,0,0,0,0,41880
371,-2047.510541,283,0,0,0,0,0,0,0,42120
372,-995.345502,112,0,0,0,0,0,0,0,42120
373,-1213.65892,106,0,0,0,0,0,0,0,42248
374,-789.004886,40,0,0,0,0,0,0,0,42440
375,-1186.391122,106,0,0,0,0,0,0,0,42544
376,-1055.892368,110,0,0,0,0,0,0,0,42696
377,-977.360339,65,0,0,0,0,0,0,0,42768
378,-1342.488077,149,0,0,0,0,0,0,0,42832
379,-1364.454819,121,0,0,0,0,0,0,0,43512
380,-1195.425046,97,0,0,0,0,0,0,0,43544
381,-1288.66322,185,0,0,0,0,0,0,0,43600
382,-1735.424274,227,0,0,0,0,0,0,0,43696
383,-1063.586102,112,0,0,0,0,0,0,0,43728
384,-796.578357,40,0,0,0,0,0,0,0,43832
385,-852.49964,49,0,0,0,0,0,0,0,43936
386,-753.749072,40,0,0,0,0,0,0,0,44048
387,-1559.075134,206,0,0,0,0,0,0,0,44344
388,-503.506207,37,0,0,0,0,0,0,0,44344
389,-806.116788,37,0,0,0,0,0,0,0,44640
390,-1123.497516,110,0,0,0,0,0,0,0,44816
391,-583.575168,40,0,0,0,0,0,0,0,44960
392,-590.416495,44,0,0,0,0,0,0,0,45168
393,-556.27002,21,0,0,0,0,0,0,0,45336
394,-2345.360529,525,0,0,0,0,0,0,0,45336
395,-1738.133008,233,0,0,0,0,0,0,0,45464
396,-1230.204935,58,0,0,0,0,0,0,0,45800
397,-1111.982159,112,0,0,0,0,0,0,0,45856
398,-956.889371,67,0,0,0,0,0,0,0,46000
399,-2421.778107,525,0,0,0,0,0,0,0,46640
400,-1256.782321,140,0,0,0,0,0,0,0,47120
401,-1052.126346,80,0,0,0,0,0,0,0,47280
402,-1757.263123,458,0,0,0,0,0,0,0,47496
403,-1627.687976,233,0,0,0,0,0,0,0,47720
404,-1976.153928,525,0,0,0,0,0,0,0,47896
405,-1145.157382,105,0,0,0,0,0,0,0,47960
406,-754.987454,37,0,0,0,0,0,0,0,48016
407,-1206.420837,51,0,0,0,0,0,0,0,48424
408,-2855.281433,525,0,0,0,0,0,0,0,48544
409,-1675.538818,191,0,0,0,0,0,0,0,48808
410,-1407.090784,191,0,0,0,0,0,0,0,49488
411,-2282.691849,525,0,0,0,0,0,0,0,49536
412,-1190.464395,134,0,0,0,0,0,0,0,49616
413,-1760.995892,233,0,0,0,0,0,0,0,49760
414,-766.442899,37,0,0,0,0,0,0,0,49832
415,-1120.272357,30,0,0,0,0,0,0,0,49856
416,-1584.528024,525,0,0,0,0,0,0,0,50000
417,-945.115494,66,0,0,0,0,0,0,0,50016
418,-592.692859,40,0,0,0,0,0,0,0,50080
419,-693.424329,37,0,0,0,0,0,0,0,50152
420,-1684.622147,233,0,0,0,0,0,0,0,50288
421,-669.330573,34,0,0,0,0,0,0,0,50352
422,-1102.065063,51,0,0,0,0,0,0,0,50760
423,-1132.810358,108,0,0,0,0,0,0,0,51624
424,-2040.37728,521,0,0,0,0,0,0,0,51664
425,-1743.985056,236,0,0,0,0,0,0,0,51888
426,-1867.249017,269,0,0,0,0,0,0,0,51984
427,-534.383411,40,0,0,0,0,0,0,0,52208
428,-1241.366281,98,0,0,0,0,0,0,0,52448
429,-1833.199454,291,0,0,0,0,0,0,0,52480
430,-578.877826,40,0,0,0,0,0,0,0,52528
431,-1284.738019,122,0,0,0,0,0,0,0,52600
432,-924.793512,43,0,0,0,0,0,0,0,52792
433,-1009.956534,49,0,0,0,0,0,0,0,52872
434,-1057.669189,116,0,0,0,0,0,0,0,52912
435,-2612.742722,525,0,0,0,0,0,0,0,53008
436,-984.01478,68,0,0,0,0,0,0,0,53144
437,-807.53959,43,0,0,0,0,0,0,0,53216
438,-1798.060858,402,0,0,0,0,0,0,0,53232
439,-1181.872134,90,0,0,0,0,0,0,0,53248
440,-919.797964,74,0,0,0,0,0,0,0,53736
441,-1019.579782,83,0,0,0,0,0,0,0,53880
442,-1203.151816,115,0,0,0,0,0,0,0,53928
443,-1525.652615,181,0,0,0,0,0,0,0,54240
444,-1358.881674,144,0,0,0,0,0,0,0,54400
445,-2039.367084,525,0,0,0,0,0,0,0,54488
446,-414.994617,45,0,0,0,0,0,0,0,54600
447,-1092.557098,101,0,0,0,0,0,0,0,54688
448,-894.642313,43,0,0,0,0,0,0,0,54744
449,-902.169308,67,0,0,0,0,0,0,0,55136
450,-1157.160394,103,0,0,0,0,0,0,0,55312
451,-1514.954501,187,0,0,0,0,0,0,0,55424
452,-1182.699997,101,0,0,0,0,0,0,0,55552
453,-1473.941888,227,0,0,0,0,0,0,0,55552
454,-779.098126,37,0,0,0,0,0,0,0,55608
455,-1115.780466,48,0,0,0,0,0,0,0,55808
456,-805.083133,40,0,0,0,0,0,0,0,55872
457,-393.508276,34,0,0,0,0,0,0,0,55880
458,-654.453348,23,0,0,0,0,0,0,0,56056
459,-517.767947,40,0,0,0,0,0,0,0,56200
460,-818.687878,37,0,0,0,0,0,0,0,56352
461,-928.51207,41,0,0,0,0,0,0,0,56528
462,-1848.640054,259,0,0,0,0,0,0,0,56760
463,-540.111362,40,0,0,0,0,0,0,0,56848
464,-1174.44729,68,0,0,0,0,0,0,0,56896
465,-1570.039047,236,0,0,0,0,0,0,0,57024
466,-2604.327509,525,0,0,0,0,0,0,0,57112
467,-757.592157,43,0,0,0,0,0,0,0,57240
468,-574.635278,38,0,0,0,0,0,0,0,57416
469,-2545.128488,525,0,0,0,0,0,0,0,57432
470,-565.12872,37,0,0,0,0,0,0,0,57536
471,-1576.634183,216,0,0,0,0,0,0,0,57536
472,-1107.832748,96,0,0,0,0,0,0,0,57616
473,-1869.27887,260,0,0,0,0,0,0,0,57632
474,-1088.098566,48,0,0,0,0,0,0,0,57816
475,-965.111264,52,0,0,0,0,0,0,0,57952
476,-1000.55144,65,0,0,0,0,0,0,0,58136
477,-1218.9069,98,0,0,0,0,0,0,0,58200
478,-608.640167,46,0,0,0,0,0,0,0,58320
479,-804.371463,40,0,0,0,0,0,0,0,58456
480,-1024.940323,96,0,0,0,0,0,0,0,58584
481,-1528.409952,202,0,0,0,0,0,0,0,58640
482,-863.244955,34,0,0,0,0,0,0,0,58728
483,-684.266376,40,0,0,0,0,0,0,0,58904
484,-781.536136,40,0,0,0,0,0,0,0,58960
485,-1421.274368,136,0,0,0,0,0,0,0,59408
486,-1671.227817,256,0,0,0,0,0,0,0,59584
487,-889.189536,59,0,0,0,0,0,0,0,59880
488,-1384.719879,136,0,0,0,0,0,0,0,60048
489,-1725.784042,236,0,0,0,0,0,0,0,60088
490,-1209.687729,56,0,0,0,0,0,0,0,60328
491,-717.002979,40,0,0,0,0,0,0,0,60368
492,-1659.858917,236,0,0,0,0,0,0,0,60792
493,-1046.145016,72,0,0,0,0,0,0,0,60904
494,-2292.430545,525,0,0,0,0,0,0,0,60960
495,-554.616595,25,0,0,0,0,0,0,0,60992
