episode,total_reward,length,ammo,ammo_delta,health,hitcount,hitcount_delta,damage_taken,damage_taken_delta,total_timesteps
375,-799.359329,51,0,0,0,0,0,0,0,37512
376,-1060.339172,82,0,0,0,0,0,0,0,37632
377,-558.528381,31,0,0,0,0,0,0,0,37760
378,-876.706131,37,0,0,0,0,0,0,0,37768
379,-596.926849,46,0,0,0,0,0,0,0,37848
380,-956.087341,92,0,0,0,0,0,0,0,37944
381,-714.605942,35,0,0,0,0,0,0,0,38040
382,-473.925339,40,0,0,0,0,0,0,0,38088
383,-1070.81749,30,0,0,0,0,0,0,0,38088
384,-1029.258881,46,0,0,0,0,0,0,0,38456
385,-1124.33844,80,0,0,0,0,0,0,0,38728
386,-970.139374,102,0,0,0,0,0,0,0,38760
387,-836.874496,49,0,0,0,0,0,0,0,38848
388,-2797.142716,525,0,0,0,0,0,0,0,39248
389,-1083.35112,74,0,0,0,0,0,0,0,39440
390,-1048.337067,98,0,0,0,0,0,0,0,39512
391,-630.395081,46,0,0,0,0,0,0,0,39616
392,-817.672531,39,0,0,0,0,0,0,0,39824
393,-984.958099,28,0,0,0,0,0,0,0,39840
394,-2361.061325,525,0,0,0,0,0,0,0,39928
395,-684.871002,75,0,0,0,0,0,0,0,40040
396,-1069.254593,40,0,0,0,0,0,0,0,40160
397,-603.931213,43,0,0,0,0,0,0,0,40272
398,-803.286301,40,0,0,0,0,0,0,0,40360
399,-565.606247,24,0,0,0,0,0,0,0,40464
400,-629.11853,44,0,0,0,0,0,0,0,40512
401,-988.946228,98,0,0,0,0,0,0,0,40608
402,-534.254654,38,0,0,0,0,0,0,0,40816
403,-2011.442719,420,0,0,0,0,0,0,0,40832
404,-1020.302811,35,0,0,0,0,0,0,0,41096
405,-953.868896,80,0,0,0,0,0,0,0,41104
406,-803.932144,43,0,0,0,0,0,0,0,41176
407,-993.953445,79,0,0,0,0,0,0,0,41240
408,-1287.175079,124,0,0,0,0,0,0,0,41352
409,-557.720093,40,0,0,0,0,0,0,0,41416
410,-929.679596,44,0,0,0,0,0,0,0,41456
411,-573.8255,40,0,0,0,0,0,0,0,41496
412,-675.132629,34,0,0,0,0,0,0,0,41624
413,-896.113403,58,0,0,0,0,0,0,0,41704
414,-797.306976,37,0,0,0,0,0,0,0,41712
415,-2512.115051,525,0,0,0,0,0,0,0,41832
416,-1154.071396,55,0,0,0,0,0,0,0,41936
417,-648.36705,31,0,0,0,0,0,0,0,41960
418,-839.338242,43,0,0,0,0,0,0,0,41968
419,-1105.135925,37,0,0,0,0,0,0,0,42000
420,-949.706161,72,0,0,0,0,0,0,0,42032
421,-490.143158,38,0,0,0,0,0,0,0,42136
422,-2588.817047,525,0,0,0,0,0,0,0,42240
423,-781.734955,37,0,0,0,0,0,0,0,42264
424,-567.565353,39,0,0,0,0,0,0,0,42312
425,-511.66243,40,0,0,0,0,0,0,0,42352
426,-606.005432,46,0,0,0,0,0,0,0,42504
427,-544.864792,38,0,0,0,0,0,0,0,42544
428,-825.165344,43,0,0,0,0,0,0,0,42656
429,-800.343643,88,0,0,0,0,0,0,0,42664
430,-1116.859711,57,0,0,0,0,0,0,0,42720
431,-920.18074,47,0,0,0,0,0,0,0,42728
432,-766.325943,37,0,0,0,0,0,0,0,42800
433,-814.132156,40,0,0,0,0,0,0,0,42864
434,-733.926682,27,0,0,0,0,0,0,0,42880
435,-2998.777268,525,0,0,0,0,0,0,0,42960
436,-703.14772,33,0,0,0,0,0,0,0,42992
437,-539.577988,46,0,0,0,0,0,0,0,43024
438,-751.951202,40,0,0,0,0,0,0,0,43040
439,-757.853958,37,0,0,0,0,0,0,0,43160
440,-898.88945,52,0,0,0,0,0,0,0,43216
