episode,total_reward,length,xscroll,coins,lives,score,time_left,total_timesteps
633,88.2,443,191,1,0,30,393,918032
634,309.2,840,1296,1,0,80,345,920240
635,165.8,451,579,1,0,30,382,920264
636,675.4,1280,2627,3,0,110,264,920272
637,956.8,4446,34,19,0,1125,390,920616
638,273.0,661,615,3,0,70,366,921048
639,414.4,736,1322,3,0,180,396,923920
640,750.0,3009,0,15,0,340,0,925208
641,263.0,650,1315,0,0,20,395,925440
642,351.6,606,1008,3,0,70,366,925464
643,1324.4,918,1622,20,0,450,377,927608
644,137.0,580,185,2,0,50,393,929848
645,281.0,708,1405,0,0,30,395,933272
646,411.0,1291,1305,3,0,130,284,934248
647,252.0,622,1010,1,0,40,365,934824
648,1271.4,1398,2357,16,0,400,348,936648
649,550.0,2915,0,11,0,250,0,937400
650,262.0,562,560,3,0,60,376,938744
651,214.4,714,572,2,0,70,378,938984
652,1081.2,2494,1406,16,0,330,393,940224
653,88.0,369,190,1,0,20,393,940352
654,166.0,595,580,1,0,20,381,941408
655,606.4,2060,32,12,0,1335,390,941920
656,963.2,2836,1316,14,0,320,394,943736
657,413.6,735,1318,3,0,70,354,946232
658,352.4,780,1012,3,0,80,352,946464
659,428.6,979,1893,1,0,60,321,946576
660,265.8,549,1329,0,0,20,396,948128
661,168.0,853,590,1,0,70,381,948232
662,862.8,1179,1314,12,0,250,397,951352
663,81.4,405,157,1,0,20,389,951368
664,607.2,1565,36,12,0,1845,391,951504
665,90.0,636,200,1,0,50,394,951664
666,272.6,690,1113,1,0,40,358,951752
667,313.4,658,1317,1,0,40,392,953496
668,87.8,376,189,1,0,20,392,954512
669,187.0,455,185,3,0,60,392,955008
670,137.8,1093,689,0,0,30,368,955208
671,187.6,593,188,3,0,90,393,956096
672,465.6,593,1328,4,0,110,396,956408
673,254.2,779,1021,1,0,60,354,957984
674,136.8,486,184,2,0,40,392,958400
675,187.4,755,687,1,0,30,367,961048
676,87.8,549,189,1,0,60,392,962376
677,363.0,881,1315,2,0,90,347,963456
678,252.2,957,1011,1,0,90,328,963752
679,1221.4,1581,2607,14,0,390,271,966144
680,136.8,752,684,0,0,40,374,968392
681,263.0,586,1315,0,0,10,397,968440
682,1217.2,1020,2586,14,0,290,316,971616
683,112.4,566,562,0,0,10,377,972968
684,964.2,1607,1321,14,0,310,396,973904
685,161.2,861,556,1,0,40,380,975280
686,90.2,560,201,1,0,70,394,976096
687,1000.0,5333,0,20,0,460,0,977488
688,265.0,644,1325,0,0,20,397,979056
689,176.4,1777,382,2,0,1445,358,980360
690,313.4,703,1317,1,0,60,396,981720
691,860.2,3327,1301,12,0,340,344,981824
692,963.4,1161,1317,14,0,300,396,982256
693,264.2,602,1321,0,0,0,397,982304
694,86.8,981,184,1,0,90,392,983128
695,136.6,539,183,2,0,60,392,984672
696,193.2,810,716,1,0,70,372,985536
697,278.2,657,1391,0,0,20,394,987512
698,312.8,706,1314,1,0,40,397,987952
699,85.0,606,175,1,0,70,392,987976
700,385.4,1000,1677,1,0,100,386,989720
701,313.6,645,1318,1,0,40,396,989832
702,213.8,3967,319,3,0,1745,0,990136
703,862.6,1100,1313,12,0,250,397,990624
704,140.6,558,203,2,0,60,394,992440
705,312.8,919,1314,1,0,70,397,992888
706,262.8,407,564,3,0,60,388,993088
707,363.6,947,1318,2,0,80,397,995088
708,305.2,898,1026,2,0,70,353,995136
709,411.8,804,1309,3,0,130,397,996152
710,213.8,758,569,2,0,90,381,996200
711,217.2,600,586,2,0,40,378,997688
712,430.8,662,1654,2,0,120,384,998384
713,162.6,977,563,1,0,50,379,1000256
714,82.0,526,160,1,0,40,389,1000408
715,314.6,703,1323,1,0,50,397,1000712
716,252.2,588,1011,1,0,30,358,1000856
717,180.2,696,151,3,0,80,390,1003952
718,140.4,505,202,2,0,40,395,1004296
719,409.8,723,1549,2,0,90,352,1006192
720,431.8,732,1409,3,0,90,346,1006568
721,481.0,752,1905,2,0,130,371,1009968
722,814.0,2276,70,16,0,1540,392,1013344
723,913.4,889,1317,13,0,280,397,1013680
724,1055.8,1315,1529,15,0,320,389,1014816
725,201.6,814,1008,0,0,40,366,1016480
726,950.0,2555,0,19,0,1625,387,1018128
727,138.4,704,192,2,0,50,393,1019312
728,262.2,847,1311,0,0,60,343,1020120
729,167.4,459,587,1,0,30,380,1020152
730,173.6,693,618,1,0,40,368,1020360
731,172.6,682,613,1,0,30,369,1024768
732,1103.8,4567,519,20,0,1970,156,1027160
733,416.4,1030,1832,1,0,120,325,1028600
734,258.2,760,791,2,0,60,364,1030848
735,753.8,3861,19,15,0,2420,389,1031744
736,908.0,3253,790,15,0,380,362,1032216
737,278.2,567,1391,0,0,10,394,1033136
738,302.2,775,1011,2,0,90,360,1033360
739,172.0,757,610,1,0,30,363,1036904
740,281.8,778,1409,0,0,30,354,1038440
741,712.8,2352,64,14,0,960,393,1038968
742,254.4,905,772,2,0,80,359,1040376
743,90.4,547,202,1,0,40,394,1041280
744,949.8,3048,749,16,0,1995,315,1042512
745,254.0,822,1020,1,0,30,358,1045016
746,1000.0,3323,0,20,0,480,0,1046704
747,364.2,980,1321,2,0,110,341,1046808
748,314.6,725,1323,1,0,40,396,1047080
749,252.4,1075,1012,1,0,40,345,1048976
750,949.0,1974,745,16,0,2130,331,1049152
751,269.2,549,596,3,0,60,375,1049408
752,676.6,2275,383,12,0,1800,312,1049944
753,207.8,679,789,1,0,40,364,1052240
754,258.0,709,790,2,0,60,361,1052752
755,90.8,581,204,1,0,20,394,1054592
756,218.8,773,594,2,0,70,378,1055592
757,962.8,867,1314,14,0,280,396,1056088
758,700.2,1887,1,14,0,1730,387,1057608
759,137.4,375,187,2,0,40,393,1058592
760,321.2,826,1106,2,0,80,348,1059360
761,361.0,940,1555,1,0,50,393,1059760
762,263.0,550,1315,0,0,10,396,1060488
763,263.0,929,1315,0,0,70,341,1062024
764,292.4,599,712,3,0,100,377,1062400
765,183.8,597,169,3,0,60,391,1063368
766,261.8,680,559,3,0,80,372,1065200
767,431.0,936,1405,3,0,100,395,1066848
768,864.6,765,1323,12,0,250,397,1069488
769,257.6,887,788,2,0,90,358,1069496
770,481.4,964,1907,2,0,100,336,1069736
771,360.0,677,1300,2,0,50,343,1070616
772,311.8,813,1309,1,0,40,397,1073352
773,133.8,603,169,2,0,60,390,1074312
774,1406.6,3481,1033,24,0,1770,230,1074552
775,313.4,597,1317,1,0,20,397,1075392
776,163.2,830,566,1,0,50,382,1076376
777,953.0,3426,765,16,0,690,336,1076384
778,711.0,2040,55,14,0,1400,394,1076808
779,329.6,950,1398,1,0,60,346,1077096
780,262.8,661,1314,0,0,40,397,1078640
781,362.4,695,1312,2,0,70,397,1080112
782,187.6,542,188,3,0,80,393,1081144
783,363.0,816,1315,2,0,80,396,1081920
784,161.2,791,556,1,0,60,377,1082704
785,236.8,736,684,2,0,60,369,1082984
786,168.2,594,591,1,0,20,381,1085896
787,75.6,507,128,1,0,30,386,1085976
788,262.8,855,1314,0,0,40,396,1089824
789,460.0,1113,1300,4,0,120,339,1094880
790,1213.0,2587,1315,19,0,420,397,1095008
791,814.0,2019,70,16,0,1635,394,1098856
792,1264.0,2742,1320,20,0,430,397,1100576
793,1324.4,795,2622,16,0,340,349,1101368
794,138.2,647,191,2,0,60,393,1104032
795,1063.6,2392,68,21,0,1190,394,1105032
796,1048.6,3706,743,18,0,1630,334,1106032
797,188.2,619,191,3,0,70,393,1106320
798,301.6,602,1008,2,0,50,363,1108848
799,1059.0,3625,545,19,0,1915,343,1109112
800,1059.8,2422,549,19,0,1895,302,1109200
801,359.4,568,1297,2,0,60,363,1110576
802,413.4,716,1317,3,0,70,397,1110760
803,265.2,809,576,3,0,80,382,1112792
804,314.2,644,1321,1,0,60,397,1114264
805,535.2,648,1676,4,0,100,350,1114384
806,312.8,902,1314,1,0,70,397,1116064
807,1085.8,998,1679,15,0,350,389,1118560
808,284.4,792,672,3,0,80,367,1119128
809,1274.2,3125,2871,14,0,330,0,1119880
810,358.2,1203,1291,2,0,80,296,1120384
811,252.4,784,1012,1,0,40,371,1120656
812,202.8,772,1014,0,0,40,361,1122240
813,1227.8,2851,1389,19,0,420,394,1123384
814,164.6,637,573,1,0,30,375,1123656
815,222.4,637,612,2,0,40,370,1125752
816,250.2,803,751,2,0,80,368,1126304
817,312.8,903,1314,1,0,70,397,1129464
818,263.0,616,1315,0,0,10,397,1131232
819,312.8,1419,1314,1,0,70,397,1131736
820,461.2,1123,1556,3,0,130,331,1132368
821,168.6,494,593,1,0,30,382,1135688
822,81.2,579,156,1,0,40,390,1135864
823,671.2,1304,2356,4,0,270,288,1136184
824,213.4,580,567,2,0,50,384,1137008
825,210.0,951,800,1,0,70,342,1137072
826,931.4,2961,1407,13,0,300,395,1137952
827,263.0,686,1315,0,0,50,396,1141352
828,313.8,743,1319,1,0,70,397,1141632
829,210.6,528,553,2,0,40,371,1142176
830,315.4,776,1327,1,0,60,396,1142392
831,350.8,679,1504,1,0,60,386,1142504
832,862.2,2946,1311,12,0,290,397,1142696
833,136.2,608,181,2,0,40,392,1147040
834,209.8,819,799,1,0,40,341,1147904
835,1624.0,3068,2870,21,0,460,0,1148200
836,336.2,766,681,4,0,110,363,1148520
837,309.4,932,1297,1,0,40,341,1149960
838,212.4,912,562,2,0,80,378,1149992
839,328.0,820,1390,1,0,50,394,1154464
840,218.4,852,592,2,0,90,377,1156808
841,1113.6,2837,568,20,0,410,385,1164328
842,1177.2,3010,2886,12,0,310,0,1171120
843,800.0,2837,0,16,0,360,0,1171216
844,1402.8,4481,764,25,0,1070,108,1172856
845,362.4,1076,1312,2,0,70,333,1172936
846,358.6,802,1293,2,0,40,362,1177536
847,361.2,664,1306,2,0,50,366,1178168
848,363.8,886,1319,2,0,50,345,1178304
849,724.4,3128,1122,10,0,250,345,1179488
850,1151.0,3017,1005,19,0,400,374,1180944
851,1056.4,4315,532,19,0,1040,311,1184480
852,315.6,717,578,4,0,120,367,1185224
853,958.0,4687,540,17,0,965,305,1185696
854,472.2,1171,1611,3,0,190,318,1187672
855,182.8,395,164,3,0,60,391,1188856
856,110.8,679,554,0,0,20,373,1190656
857,412.4,604,1562,2,0,70,393,1192504
858,362.2,601,1311,2,0,40,397,1193664
859,252.6,1291,1013,1,0,90,342,1194808
860,90.4,712,202,1,0,50,394,1198200
861,364.2,638,1321,2,0,50,397,1198768
862,116.8,568,584,0,0,30,382,1199352
863,1359.6,3028,1298,22,0,470,355,1201760
864,713.6,1560,68,14,0,1650,395,1203136
865,1102.2,3361,1011,18,0,470,359,1205056
866,840.6,3097,203,16,0,380,394,1205720
867,264.2,976,1321,0,0,40,397,1206576
868,90.0,433,200,1,0,20,394,1209184
869,289.8,632,699,3,0,80,363,1211632
870,1264.0,1777,1320,20,0,440,395,1212416
871,275.6,5178,628,3,0,1980,278,1214360
872,359.0,768,1295,2,0,70,343,1215328
873,314.2,582,1321,1,0,40,397,1216288
874,138.6,432,193,2,0,50,394,1217816
875,290.8,783,704,3,0,90,363,1218680
876,90.0,626,200,1,0,70,395,1220336
877,165.8,529,579,1,0,30,376,1220520
878,1135.6,2907,178,22,0,480,391,1222608
879,1014.2,2781,71,20,0,925,394,1224008
880,409.8,934,1549,2,0,70,389,1225288
881,1210.8,2899,554,22,0,440,376,1226328
882,253.0,830,765,2,0,60,353,1226976
883,950.0,2841,0,19,0,390,0,1227784
884,467.2,662,1836,2,0,100,385,1229304
885,330.8,598,1404,1,0,40,396,1230072
886,1322.4,1009,2612,16,0,330,316,1230680
887,262.2,569,1311,0,0,0,397,1232336
888,140.0,611,200,2,0,80,394,1234192
889,255.0,680,1025,1,0,40,357,1235512
890,316.6,653,583,4,0,100,378,1235904
891,1164.8,2168,1324,18,0,410,397,1236024
892,252.6,789,1013,1,0,60,349,1238648
893,412.8,806,1314,3,0,100,397,1240640
894,218.8,631,594,2,0,80,382,1240952
895,262.8,900,1314,0,0,40,397,1243224
896,264.4,615,1322,0,0,10,397,1243568
897,85.0,392,175,1,0,20,392,1243776
898,280.6,645,1403,0,0,30,395,1248936
899,364.4,762,1322,2,0,90,396,1249320
900,1050.8,1856,754,18,0,2055,343,1250360
901,168.8,495,594,1,0,30,383,1254320
902,428.8,764,1894,1,0,120,377,1255048
903,250.0,777,750,2,0,50,354,1255536
904,211.0,546,555,2,0,50,378,1259904
905,350.2,2384,751,4,0,1615,253,1260024
906,1650.0,5162,0,33,0,730,0,1261816
907,262.8,1066,564,3,0,90,376,1263576
908,276.6,594,1383,0,0,30,394,1264656
909,1111.8,1080,1309,17,0,360,397,1268664
910,1866.8,5296,584,35,0,720,378,1268696
911,1850.0,5258,0,37,0,750,0,1269040
912,364.8,697,1324,2,0,50,396,1274240
913,364.2,1603,1321,2,0,170,396,1276400
914,969.4,3135,597,17,0,400,376,1279400
915,361.4,763,1307,2,0,60,397,1280344
916,137.0,649,185,2,0,60,392,1281592
917,363.0,2750,1315,2,0,110,396,1283816
918,2013.0,5304,565,38,0,830,377,1286000
919,461.2,2196,1306,4,0,140,141,1286264
920,129.8,663,149,2,0,70,390,1289120
921,1113.6,3152,1318,17,0,390,397,1289872
922,313.8,729,1319,1,0,70,397,1292096
923,262.8,863,1314,0,0,50,395,1292904
924,1049.2,3059,746,18,0,380,366,1293512
925,209.6,925,548,2,0,70,373,1300304
926,942.0,3002,710,16,0,340,359,1304360
927,863.8,1585,69,17,0,1855,396,1304776
928,1038.8,2933,194,20,0,430,394,1305056
929,354.4,661,1022,3,0,70,362,1310064
930,362.8,820,1314,2,0,60,396,1311616
931,950.0,2930,0,19,0,410,0,1312560
932,221.4,546,607,2,0,40,381,1314432
933,1472.6,3121,2863,18,0,420,0,1314840
934,252.6,1389,1013,1,0,70,362,1315472
935,361.6,588,1308,2,0,40,397,1317264
936,950.0,3033,0,19,0,450,0,1317776
937,258.2,830,1041,1,0,60,334,1321072
938,2125.2,5326,2876,31,0,690,0,1322008
939,312.8,917,1314,1,0,40,397,1322808
940,218.2,830,591,2,0,60,380,1323904
941,650.0,3117,0,13,0,310,0,1325240
942,133.8,452,169,2,0,50,391,1326424
943,161.4,558,557,1,0,30,377,1328368
944,247.6,916,738,2,0,100,369,1328400
945,312.6,580,1313,1,0,30,397,1333008
946,113.0,623,565,0,0,20,378,1333384
947,983.0,2932,165,19,0,420,390,1335072
948,962.8,2880,1314,14,0,320,396,1337880
949,144.4,723,722,0,0,40,361,1338792
950,187.6,563,188,3,0,80,393,1339576
951,1326.4,3123,2882,15,0,390,0,1342760
952,355.0,586,1025,3,0,60,361,1343480
953,303.0,742,1015,2,0,60,356,1343816
954,269.6,717,598,3,0,70,354,1345312
955,623.2,1491,2366,3,0,160,257,1345312
956,963.8,3064,569,17,0,380,378,1346520
957,967.0,2895,1835,12,0,280,385,1348400
958,262.2,595,1311,0,0,30,396,1350072
959,136.2,812,181,2,0,60,392,1350312
960,264.4,717,1322,0,0,20,397,1351048
961,1309.4,3211,1297,21,0,460,346,1352112
962,302.8,732,1014,2,0,70,356,1355928
963,240.2,849,701,2,0,60,365,1357104
964,312.2,765,1311,1,0,100,360,1358232
965,161.2,592,556,1,0,20,377,1361840
966,312.2,475,561,4,0,90,378,1362032
967,1057.8,2988,789,18,0,390,361,1367384
968,950.0,3196,0,19,0,420,0,1368328
969,216.0,585,580,2,0,60,378,1372064
970,1011.6,2833,1308,15,0,320,397,1373712
971,1202.6,3201,1013,20,0,460,351,1374008
972,826.0,1539,2380,7,0,400,327,1374152
973,186.6,779,183,3,0,90,392,1378296
974,209.6,659,548,2,0,80,379,1379280
975,985.4,2827,177,19,0,390,392,1384648
976,416.0,728,1830,1,0,70,371,1385104
977,1250.0,5351,0,25,0,570,0,1389328
978,216.8,607,584,2,0,60,384,1389960
979,987.8,2867,189,19,0,420,393,1391264
980,313.8,638,1319,1,0,20,397,1394432
981,303.0,640,1015,2,0,50,351,1395080
982,887.6,2953,188,17,0,350,393,1397336
983,900.0,2922,0,18,0,390,0,1397528
984,407.6,797,1038,4,0,140,361,1397640
985,1750.0,5237,0,35,0,770,0,1397824
986,429.0,787,1895,1,0,40,383,1400728
987,136.8,466,184,2,0,40,392,1401064
988,1010.6,2883,553,18,0,390,377,1401360
989,272.2,892,611,3,0,90,370,1402216
990,290.8,649,704,3,0,80,374,1402720
991,245.4,860,727,2,0,80,372,1404704
992,134.2,456,171,2,0,40,390,1404712
993,88.4,866,192,1,0,60,393,1407656
994,472.2,1293,2361,0,0,70,337,1407984
995,262.8,695,1314,0,0,40,397,1408280
996,218.4,761,592,2,0,60,378,1408304
997,1004.2,3168,1021,16,0,370,349,1409992
998,139.6,649,198,2,0,70,393,1412848
999,83.0,417,165,1,0,20,389,1413328
1000,353.2,762,1016,3,0,90,358,1414080
1001,571.2,1114,2356,2,0,110,348,1417216
1002,220.4,778,602,2,0,70,378,1419072
1003,252.6,840,1013,1,0,80,352,1420800
1004,352.4,940,1012,3,0,80,354,1420848
1005,240.0,707,200,4,0,90,394,1422872
1006,1154.4,3254,1022,19,0,430,349,1427392
1007,862.0,2840,1310,12,0,300,396,1427424
1008,362.8,997,1314,2,0,80,396,1428776
1009,189.2,1032,696,1,0,70,365,1429104
1010,1271.4,3386,2357,16,0,500,326,1431800
1011,201.0,1198,755,1,0,90,357,1432456
1012,1375.6,3051,2878,16,0,340,0,1432688
1013,201.0,525,755,1,0,20,368,1432976
1014,262.2,888,1311,0,0,60,397,1434496
1015,313.2,798,1316,1,0,50,338,1435488
1016,197.4,974,737,1,0,70,372,1440248
1017,1219.4,912,2597,14,0,310,321,1441792
1018,302.4,1111,1012,2,0,60,348,1441864
1019,309.8,1196,1299,1,0,60,303,1445056
1020,363.6,658,1318,2,0,70,397,1445512
1021,1002.6,2985,763,17,0,350,360,1451304
1022,210.4,972,802,1,0,60,345,1453288
1023,167.8,590,589,1,0,20,383,1456024
1024,1157.6,2931,788,20,0,440,368,1456136
1025,272.6,448,613,3,0,60,383,1456872
1026,796.8,1674,484,14,0,1805,355,1458448
1027,446.0,3487,980,5,0,1210,280,1459696
1028,261.8,618,1309,0,0,30,397,1461080
1029,1800.0,5337,0,36,0,750,0,1461768
1030,278.4,918,1392,0,0,70,353,1464216
1031,1420.4,1082,2602,18,0,370,332,1464680
1032,363.0,823,1315,2,0,60,397,1465032
1033,1059.4,3034,547,19,0,420,376,1466064
1034,250.2,849,751,2,0,60,359,1467872
1035,307.4,913,1287,1,0,50,363,1469072
1036,517.0,674,1835,3,0,130,384,1470424
1037,255.2,851,1026,1,0,40,352,1471488
1038,236.2,596,681,2,0,40,368,1472640
1039,265.4,696,577,3,0,70,378,1474640
1040,257.2,693,786,2,0,70,361,1477032
1041,401.6,935,1008,4,0,130,355,1477904
1042,364.4,669,1322,2,0,50,396,1479992
1043,1113.2,2878,566,20,0,430,377,1482720
1044,307.6,850,788,3,0,90,363,1483832
1045,2000.0,5396,0,40,0,860,0,1485032
1046,199.8,716,749,1,0,40,366,1485720
1047,133.2,389,166,2,0,40,391,1486944
1048,1203.6,3156,1018,20,0,450,353,1489464
1049,269.8,679,599,3,0,70,380,1490464
1050,1115.6,3068,578,20,0,460,381,1490608
1051,414.8,654,1324,3,0,100,355,1490952
1052,455.4,731,1027,5,0,110,360,1492792
1053,131.0,383,155,2,0,40,390,1493672
1054,138.0,672,190,2,0,60,393,1495840
1055,1263.8,2925,1319,20,0,480,395,1496040
1056,216.6,824,583,2,0,80,378,1496056
1057,264.0,659,1320,0,0,60,397,1501312
1058,341.2,805,706,4,0,100,368,1502496
1059,257.6,627,788,2,0,50,365,1506328
1060,135.6,525,178,2,0,40,392,1506696
1061,1102.2,3004,761,19,0,440,370,1506752
1062,864.6,2842,1323,12,0,280,396,1516408
1063,840.8,2982,704,14,0,330,369,1516648
1064,1328.6,3499,1893,19,0,450,323,1518944
1065,2050.0,5241,0,41,0,840,0,1519832
1066,1108.8,3136,544,20,0,420,378,1520928
1067,328.0,711,1390,1,0,60,395,1522336
1068,313.2,623,1316,1,0,30,397,1525912
1069,362.8,637,1314,2,0,70,396,1527432
1070,1172.8,2937,614,21,0,440,368,1529824
1071,1160.6,2997,553,21,0,460,379,1530728
1072,354.0,745,1020,3,0,80,356,1531872
1073,965.2,3177,576,17,0,400,377,1532112
1074,187.6,598,188,3,0,80,393,1534608
1075,311.6,615,1308,1,0,50,397,1537032
1076,314.0,804,1320,1,0,60,397,1538304
1077,884.4,2934,172,17,0,360,392,1539880
1078,900.0,3035,0,18,0,410,0,1543224
1079,1167.6,3104,588,21,0,460,378,1544664
1080,880.2,818,1401,12,0,270,395,1546424
1081,239.6,451,198,4,0,80,394,1548272
1082,1002.2,3007,1011,16,0,350,359,1551488
1083,242.4,921,712,2,0,90,373,1553792
1084,309.6,830,1298,1,0,60,352,1554912
1085,1050.0,3154,0,21,0,460,0,1555960
1086,1312.2,2857,1311,21,0,430,396,1557464
1087,136.4,571,682,0,0,20,372,1559480
1088,313.8,533,569,4,0,80,380,1561728
1089,1012.8,1007,1314,15,0,310,397,1561848
1090,307.4,783,787,3,0,100,359,1562224
1091,1213.2,3172,1316,19,0,390,396,1562408
1092,1223.8,3087,2869,13,0,320,0,1563000
1093,359.2,1480,1296,2,0,120,277,1563328
1094,313.0,589,1315,1,0,40,395,1564192
1095,1167.4,3100,587,21,0,450,375,1568024
1096,362.6,631,1313,2,0,50,397,1568048
1097,262.0,754,1310,0,0,0,397,1568440
1098,303.0,907,1015,2,0,70,345,1569104
1099,136.8,632,184,2,0,50,393,1573104
1100,561.4,648,1557,5,0,100,355,1573624
1101,294.6,567,723,3,0,70,370,1573640
1102,113.6,846,568,0,0,30,382,1574792
1103,314.2,675,1321,1,0,30,397,1579024
1104,365.0,709,1325,2,0,70,395,1579312
1105,314.0,627,1320,1,0,50,397,1579808
1106,1311.8,2371,1309,21,0,460,396,1583160
1107,313.0,575,1315,1,0,30,395,1584408
1108,241.8,756,709,2,0,70,374,1585072
1109,267.6,1005,588,3,0,130,380,1587352
1110,1227.2,3168,2886,13,0,300,0,1587568
1111,1474.2,3329,1621,23,0,500,304,1589960
1112,363.6,618,1318,2,0,60,397,1590016
1113,312.4,1078,1312,1,0,60,397,1591784
1114,161.4,583,557,1,0,40,380,1594680
1115,315.2,666,1326,1,0,30,397,1595288
1116,207.4,1047,787,1,0,40,365,1595728
1117,1163.0,2850,1315,18,0,380,396,1595904
1118,137.4,633,187,2,0,50,393,1600792
1119,138.6,734,193,2,0,60,393,1601160
1120,2119.4,5285,597,40,0,870,381,1604008
1121,212.8,650,564,2,0,50,372,1605992
1122,1065.0,2890,575,19,0,400,377,1607528
1123,188.4,571,692,1,0,20,375,1608576
1124,314.6,599,1323,1,0,30,396,1610784
1125,1213.2,3035,1316,19,0,400,394,1611848
1126,1161.8,849,1309,18,0,360,397,1614320
1127,1012.6,2834,1313,15,0,320,397,1614456
1128,262.6,736,813,2,0,40,349,1616672
1129,1321.8,826,2609,16,0,340,334,1618456
1130,313.2,697,1316,1,0,80,396,1622248
1131,1000.0,2858,0,20,0,420,0,1624024
1132,241.6,722,708,2,0,60,347,1624232
1133,187.0,642,185,3,0,70,393,1627384
1134,263.2,634,1316,0,0,30,393,1629304
1135,167.0,760,585,1,0,40,380,1630104
1136,267.6,3048,588,3,0,130,379,1632960
1137,358.2,620,1041,3,0,70,354,1635064
1138,940.6,2778,203,18,0,380,394,1636544
1139,2100.0,5346,0,42,0,860,0,1637448
1140,1651.6,5353,758,30,0,660,369,1638728
1141,412.8,849,1314,3,0,80,396,1641856
1142,314.6,805,1323,1,0,50,394,1642984
1143,850.0,3175,0,17,0,390,0,1654704
1144,1166.0,3475,1830,16,0,380,304,1655184
1145,1138.0,5190,190,22,0,460,392,1655976
1146,589.4,3023,197,11,0,260,394,1657144
1147,1529.4,2686,1897,23,0,520,379,1658936
1148,258.2,774,791,2,0,70,365,1660896
1149,135.0,402,175,2,0,40,392,1664112
1150,1050.0,2905,0,21,0,440,0,1665096
1151,302.2,580,1011,2,0,50,360,1669736
1152,212.2,881,561,2,0,90,377,1671160
1153,364.4,822,1322,2,0,50,352,1676312
1154,355.4,863,1027,3,0,110,358,1678064
1155,1058.6,2933,793,18,0,370,370,1679440
1156,1000.0,2888,0,20,0,430,0,1680248
1157,2119.4,5233,2847,31,0,660,0,1680592
1158,211.6,885,558,2,0,50,380,1683392
1159,364.0,699,1320,2,0,50,395,1683656
1160,286.8,537,684,3,0,60,379,1683736
1161,1093.4,5341,717,19,0,430,367,1685712
1162,313.0,689,1315,1,0,80,397,1685760
1163,186.4,477,182,3,0,70,392,1687208
1164,339.2,638,696,4,0,110,375,1690864
1165,363.0,744,1315,2,0,100,396,1691664
1166,1450.0,5182,0,29,0,590,0,1696640
1167,258.6,722,793,2,0,90,368,1697440
1168,415.0,1010,1325,3,0,80,331,1698944
1169,2050.0,5224,0,41,0,830,0,1700728
1170,88.4,434,192,1,0,20,393,1700912
1171,413.2,833,1316,3,0,100,397,1703304
1172,301.8,659,1009,2,0,50,367,1704216
1173,1000.0,2973,0,20,0,430,0,1704376
1174,367.2,2745,836,4,0,120,0,1705616
1175,986.6,2987,183,19,0,410,392,1707632
1176,1013.0,726,1315,15,0,300,394,1709112
1177,1112.6,1257,1313,17,0,360,396,1710784
1178,1127.4,875,1387,17,0,360,393,1711216
1179,138.6,769,193,2,0,50,394,1711768
1180,87.2,636,186,1,0,30,392,1714200
1181,289.6,564,698,3,0,80,372,1715296
1182,266.8,592,584,3,0,60,384,1716504
1183,612.4,873,1312,7,0,220,397,1718200
1184,272.4,817,612,3,0,60,383,1720736
1185,1181.6,770,1908,16,0,380,381,1726896
1186,1323.4,3253,2867,15,0,370,0,1726936
1187,1063.8,2936,1319,16,0,370,395,1727864
1188,1950.0,5376,0,39,0,820,0,1730216
1189,184.8,503,174,3,0,70,391,1730920
1190,261.6,663,1308,0,0,20,396,1732240
1191,1207.8,3109,789,21,0,470,366,1732504
1192,263.0,619,1315,0,0,10,397,1732816
1193,263.0,642,1315,0,0,10,395,1736056
1194,414.8,729,1324,3,0,100,396,1738072
1195,1000.0,2914,0,20,0,440,0,1741512
1196,352.4,679,1012,3,0,90,355,1743504
1197,207.2,614,786,1,0,40,365,1748416
1198,1171.4,4549,607,21,0,1625,0,1751688
1199,162.6,714,563,1,0,30,373,1754128
1200,1205.6,3135,1028,20,0,460,360,1755296
1201,1216.2,2861,581,22,0,450,382,1755704
1202,1150.0,3101,0,23,0,480,0,1757312
1203,1223.6,5276,2868,13,0,330,0,1758712
1204,1365.2,2877,1326,22,0,460,393,1759072
1205,1013.8,640,1319,15,0,310,397,1763832
1206,912.8,2834,1314,13,0,270,396,1764184
1207,911.8,2864,1309,13,0,310,397,1777040
1208,1137.4,2789,187,22,0,450,393,1778016
1209,311.0,2933,805,3,0,110,0,1780776
1210,311.0,2864,805,3,0,80,0,1781984
1211,267.4,2856,587,3,0,80,379,1786680
1212,1750.0,5431,0,35,0,760,0,1795136
1213,2467.8,5327,2839,38,0,800,0,1797912
1214,1100.0,2884,0,22,0,490,0,1800112
1215,964.8,758,1324,14,0,280,393,1801200
1216,216.6,595,583,2,0,40,381,1802672
1217,1163.2,3094,1316,18,0,410,396,1802768
1218,1122.6,2924,613,20,0,420,368,1805376
1219,139.6,815,198,2,0,60,394,1806632
1220,800.0,5419,0,16,0,380,0,1807536
1221,1142.0,2977,710,20,0,420,364,1810496
1222,352.6,794,1513,1,0,50,341,1812984
1223,1870.4,5278,2852,26,0,570,0,1823000
1224,1213.0,2924,565,22,0,460,382,1824592
1225,264.6,2991,573,3,0,80,380,1826600
1226,889.8,2972,199,17,0,380,394,1829152
1227,964.2,800,1321,14,0,300,395,1833000
1228,1087.8,2940,189,21,0,420,393,1836504
1229,362.8,885,1314,2,0,170,396,1843584
